person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Gregorian Diaconu,gregoriandiaconu,gregoriandiaconu@gmail.com,7720219430538,1973-06-02,"Aleea Ionescu Nr. 442 Bl. 58  Sc. 93 Ap. 789, Negresti-Oas, 500036",0263 467 184,72:32:59:cf:a2:e8,27.104.241.205,RO43GDIA6984555912918740,2025-07-02 13:11:30,33698,250,448,1782007,af360792-df32-40ef-b048-978ddae0ec8b
Sabina Diaconu,sabinadiaconu,sabinadiaconu@post.ro,4611212364518,1919-01-19,"Drumul Norbert Nistor, Tasnad, 750683",0243 232 778,8e:44:07:34:10:d0,147.222.171.239,RO14SOZN1311666923078367,2025-07-02 13:11:30,871,649,473,1654893,43c278d1-5c43-4c5e-9e49-bfced4c96424
Vera Diaconescu,veradiaconescu,veradiaconescu@gmail.com,6111024088327,2007-03-16,"Aleea Aanei Nr. 78 Bl. 33  Sc. 22 Ap. 523, Titu, 295372",0737 227 545,5a:64:a5:4b:fe:c0,22.124.204.177,RO49JGAR6431363109340154,2025-07-02 13:11:30,1382,687,143,1852497,54fe6637-8ec3-4622-9b78-b9f3f51ba519
Nicodim Cristea,nicodimcristea,nicodimcristea@141.ro,3440826426813,1969-06-19,"Bulevardul Anghel Niță Nr. 62 Bl. 85  Sc. 16 Ap. 686, Beclean, 810091",0267 875 187,7c:34:15:9f:9f:a3,14.71.181.21,RO76PFWI2213442121061081,2025-07-02 13:11:30,17186,136,206,1900270,5d185d0e-d26b-477c-9807-06908967af46
Jana Stan,janastan,janastan@email.ro,7711120130323,1913-03-23,"Drumul Stan Nr. 786 Bl. 17  Sc. 35 Ap. 160, Sinaia, 765589",0268 577 904,2c:e0:e1:23:c3:fb,217.10.128.188,RO98HDTS4251644762823705,2025-07-02 13:11:30,16511,279,325,1024323,9e9b05fd-6da8-4691-b7b5-0a1c79e9b87c
Nechifor Manole,nechiformanole,nechiformanole@post.ro,7630815353544,2003-07-04,"Soseaua Stancu Nr. 929 Bl. 46  Sc. 99 Ap. 540, Otelu Rosu, 858256",0753 889 474,58:69:3b:b7:45:5a,34.48.183.173,RO39IPQJ6508038747187613,2025-07-02 13:11:30,22610,977,427,25078,7bf9c82e-bbbd-4c8e-9e6c-048a2f9aacb0
Ionel Diaconescu,ioneldiaconescu,ioneldiaconescu@141.ro,2480227190205,1998-02-27,"Aleea Tabacu Nr. 836 Bl. 64  Sc. 82 Ap. 431, Rosu, 240471",0238 571 747,4a:f5:e2:8f:79:c0,135.111.166.108,RO18SOAN8689305328431666,2025-07-02 13:11:30,15902,525,604,392593,fe77b678-ebea-43e4-8438-87c24c0be789
Ludovica Barbu,ludovicabarbu,ludovicabarbu@kappa.ro,7741002336564,1976-07-28,"Bulevardul Iulia Pușcașu, Iernut, 369808",0233 609 628,18:c8:f6:f9:9f:fe,69.182.112.168,RO70MKBX6753684609257500,2025-07-02 13:11:30,5458,990,99,1232590,b9332f73-8dcc-489d-bb69-83d48b94d784
Jeana Nistor,jeananistor,jeananistor@gmail.com,4771013220163,2015-02-09,"Soseaua Toma Nr. 47 Bl. 53  Sc. 45 Ap. 690, Rasnov, 424721",0244 598 940,c2:20:46:19:40:c8,105.231.110.15,RO30OCCZ8298772108314143,2025-07-02 13:11:30,24864,442,514,657112,3755320d-7011-4707-a2d2-b04a1b40d133
Viorela Barbu,viorelabarbu,viorelabarbu@gmail.com,1951023085139,1969-02-26,"Drumul Albu, Buzau, 910269",0257 258 001,b8:4f:b3:2e:03:fb,86.102.41.102,RO13RUUA3901256311637556,2025-07-02 13:11:30,28252,260,347,957801,518dc725-b48a-4c5a-9c0c-88312ebf9f24
Sergiu Dima,sergiudima,sergiudima@email.ro,5421211380528,2016-05-31,"Bulevardul Suciu, Oravita, 595533",0720 090 265,74:b2:f9:08:bb:28,70.170.42.21,RO52QYWS7072453498681403,2025-07-02 13:11:30,11370,929,460,1447062,6a86e3be-a9a8-4fc3-9b82-f663f0bb8845
Lazăr Cristea,lazărcristea,lazărcristea@141.ro,5280922096986,1985-03-11,"Aleea Popa Nr. 624 Bl. 84  Sc. 93 Ap. 201, Dorohoi, 813717",0246 716 053,70:8a:d6:25:34:1f,34.169.139.149,RO78VWPI5839075682410002,2025-07-02 13:11:30,12008,376,190,1237502,0ffac002-ab57-4780-b144-9c294c940e00
Bernard Tudor,bernardtudor,bernardtudor@gmail.com,6051124182769,1911-03-09,"Aleea Tomescu Nr. 216 Bl. 67  Sc. 90 Ap. 192, Oradea, 538935",0250 436 095,46:ce:27:45:44:45,15.140.168.234,RO96KPHC9153758406539023,2025-07-02 13:11:30,34570,146,625,1078508,fca4d29e-9161-4b58-9c32-46373f2b4de2
Georgiana Pușcașu,georgianapușcașu,georgianapușcașu@141.ro,2450601454015,1921-06-01,"Drumul Cristea Nr. 50 Bl. 48  Sc. 50 Ap. 576, Tudora, 758253",0770 207 338,56:7f:5b:34:d0:a0,113.47.140.3,RO38KYNJ1024281716332716,2025-07-02 13:11:30,4238,386,146,1624587,ed5454d4-edfd-449a-acaa-22fa34a1c600
Salomea Toma,salomeatoma,salomeatoma@kappa.ro,8200719459303,2014-08-16,"Strada Popescu Nr. 343, Oradea, 160209",0259 093 651,9a:29:cb:e6:7e:f7,173.140.209.148,RO63FLXO0618507602883177,2025-07-02 13:11:30,34172,280,163,130748,198f2409-a4eb-4a81-8b65-7229ef222079
Ludovic Stănescu,ludovicstănescu,ludovicstănescu@post.ro,6460311041946,2019-04-26,"Aleea Albu, Fieni, 233428",0741 206 507,9c:8b:aa:67:51:29,34.152.250.18,RO34PUWS2638612563082268,2025-07-02 13:11:30,32225,125,609,1632662,6281e677-a7b9-4759-a059-4d07525b8ca9
Panait Nistor,panaitnistor,panaitnistor@acasa.ro,1750811166557,1983-12-07,"Intrarea Dima, Mihail Kogalniceanu, 436254",0786 272 461,a4:10:76:14:34:79,109.58.210.19,RO60FWVW1692324296315020,2025-07-02 13:11:30,22987,321,510,482846,81377601-dca2-45f3-83b8-497fbfe4c6f7
Oana Popa,oanapopa,oanapopa@zzup.ro,7310423373012,1945-07-08,"Aleea Lăcrămioara Nistor Nr. 360 Bl. 51  Sc. 23 Ap. 480, Iasi, 669617",0759 887 125,be:7a:0d:83:67:b8,196.176.174.235,RO63ZZHL7814122112342884,2025-07-02 13:11:30,26869,105,11,1685769,c06557cb-fb80-4221-b7b8-30da5d108b24
Venera Tudor,veneratudor,veneratudor@acasa.ro,1440922139133,1950-08-11,"Strada Popa, Talmaciu, 534954",0750 853 272,dc:47:93:ec:b8:d4,221.209.244.191,RO58ZHHL6479604980238906,2025-07-02 13:11:30,30502,787,198,1056496,fc488cce-e9dc-499d-8c4d-74162d3b12a6
Fiodor Pușcașu,fiodorpușcașu,fiodorpușcașu@post.ro,6361201352274,1937-03-15,"Strada Stan, Mangalia, 687714",0744 829 790,9c:7c:ad:f6:7e:8b,1.54.8.51,RO72FFPP7233349871204396,2025-07-02 13:11:30,21026,901,620,1264371,fcfc9c9b-7246-46e4-a9d3-ddd809e96e70
Șerban Niță,șerbanniță,șerbanniță@gmail.com,8560603309196,1982-07-12,"Soseaua Stancu, Modelu, 297672",0263 093 382,e4:9c:b2:ce:a4:f6,80.180.125.84,RO88YJMM5331157163239469,2025-07-02 13:11:30,8938,618,779,1147294,35ec37ce-1339-43de-b225-1210327fc30a
Vlădelina Gheorghiu,vlădelinagheorghiu,vlădelinagheorghiu@acasa.ro,8180203222624,1951-09-11,"Drumul Stănescu Nr. 64 Bl. 71  Sc. 38 Ap. 406, Targu Ocna, 433142",0760 375 807,34:5c:61:b9:89:e1,179.139.34.154,RO15UDMH7796497316055257,2025-07-02 13:11:30,32163,203,180,1841070,3eeb4e3b-a56d-46af-bdaa-ced6a92326a8
Pamfil Aanei,pamfilaanei,pamfilaanei@acasa.ro,2781220448080,2014-12-16,"Soseaua Stoica, Jimbolia, 376792",0747 987 825,c0:3d:9b:3f:2a:c0,140.233.110.247,RO54WCZX9262135276811585,2025-07-02 13:11:30,25849,20,794,1765153,e863024d-d3da-42d2-b236-4aff4d2350a8
Antoaneta Florea,antoanetaflorea,antoanetaflorea@gmail.com,6830131422671,1930-03-31,"Aleea Gheorghiu Nr. 50, Valea Mare (Babeni), 704735",021 027 3834,ca:cf:2e:a8:58:0a,213.218.72.69,RO68VBDZ9376246640363380,2025-07-02 13:11:30,6626,615,552,356962,78934c19-88d2-4225-b1f6-a63c55bd9d07
Zenobia Ene,zenobiaene,zenobiaene@141.ro,7741027202725,1914-07-31,"Soseaua Marin Nr. 23 Bl. 30  Sc. 46 Ap. 909, Rosiori de Vede, 184986",0743 424 503,d6:5d:8a:21:3b:30,89.45.81.34,RO40CUFJ7460083205568053,2025-07-02 13:11:30,4293,829,269,1685358,9d2b15ba-2e37-4665-8e2a-5750a0395371
Adelaida Albu,adelaidaalbu,adelaidaalbu@email.ro,7990312127024,1955-11-16,"Soseaua Stancu Nr. 80, Sinaia, 903967",0743 620 345,5e:97:1b:1b:2e:ac,95.244.60.150,RO78EDCS8095588695084751,2025-07-02 13:11:30,27120,625,125,1045727,b0ea9d60-eb0b-44fc-94da-dacec6ae487b
Radu Stancu,radustancu,radustancu@email.ro,1360416343726,1997-04-06,"Drumul Stoica, Covasna, 992573",0232 190 468,26:29:3d:0e:be:45,155.51.160.143,RO93CUSY3727913267660270,2025-07-02 13:11:30,6199,673,245,123113,965f78eb-d254-443f-97ee-895b1870fad0
Leontin Dinu,leontindinu,leontindinu@acasa.ro,1870402161449,1969-02-19,"Drumul Tabacu, Toflea, 409409",0234 759 580,7a:8c:69:09:b2:02,206.245.44.124,RO24NKXL9110520574557428,2025-07-02 13:11:30,3180,92,683,1980211,6b20ac44-11cc-4122-9377-93090725400f
Bănel Eftimie,băneleftimie,băneleftimie@zzup.ro,7720725469231,1918-04-26,"Bulevardul Albu, Bragadiru, 423305",0743 164 835,a2:c0:89:a8:d8:91,149.15.196.37,RO25TCQT0294331704206675,2025-07-02 13:11:30,16463,628,639,591508,24c669a3-0ebf-41c8-9259-7baf4bea41bc
Ilona Tabacu,ilonatabacu,ilonatabacu@zzup.ro,2550616300401,1919-11-06,"Bulevardul Stan, Gura Humorului, 545017",0255 615 338,80:fc:51:20:2f:d5,27.242.57.233,RO98AWFL7225278309659311,2025-07-02 13:11:30,1100,903,487,1776161,238f7908-78a5-40f6-b87e-78231f2665cc
Leopoldina Mazilescu,leopoldinamazilescu,leopoldinamazilescu@gmail.com,1100110223509,1976-06-14,"Aleea Ilinca Stănescu, Simeria, 553448",0760 915 092,6c:90:df:e7:c6:df,18.184.172.100,RO29BPHC0621219100335497,2025-07-02 13:11:30,9006,560,480,1612008,f32a2c8f-12ae-479b-9d2e-563b8edce67f
Paraschiva Preda,paraschivapreda,paraschivapreda@kappa.ro,7221227036492,1938-02-09,"Aleea Stelian Pușcașu Nr. 60 Bl. 12  Sc. 59 Ap. 706, Jimbolia, 976021",0725 660 286,b2:3b:c3:77:6b:be,130.86.51.1,RO85HUOU9786944571002488,2025-07-02 13:11:30,35236,335,211,1790882,cd7e68ef-628a-41c8-a370-0bd79bab0beb
Paula Tabacu,paulatabacu,paulatabacu@email.ro,6060731466710,2019-04-19,"Strada Gheorghiu, Targu Frumos, 853336",0785 246 818,12:a1:a1:e8:fa:a3,73.217.157.47,RO84LFLB1242036268629794,2025-07-02 13:11:30,18354,848,329,1629494,13768e34-39ae-4d14-8b39-0faa8309154c
Savina Eftimie,savinaeftimie,savinaeftimie@gmail.com,5170718243165,2009-02-28,"Strada Preda Nr. 40 Bl. 68  Sc. 67 Ap. 166, Filiasi, 504221",0761 175 837,76:63:8c:08:e9:2d,6.19.201.101,RO87NZFO0850238102268909,2025-07-02 13:11:30,24798,448,290,198400,28a1bed2-ad28-4301-98c5-1efa4b3052c1
Carolina Voinea,carolinavoinea,carolinavoinea@kappa.ro,5920406115726,2018-04-26,"Drumul Pop, Otelu Rosu, 427821",0249 571 870,36:4d:f5:5d:71:5f,62.221.173.162,RO46LSUF9976316481129852,2025-07-02 13:11:30,19051,929,514,247004,470b89f2-cf0b-4438-bb2f-d7927bd02b81
Vlădelina Stănescu,vlădelinastănescu,vlădelinastănescu@zzup.ro,8740627162073,1999-05-25,"Drumul Suciu Nr. 644 Bl. 98  Sc. 94 Ap. 124, Modelu, 154727",0247 060 107,94:1b:6d:08:07:a4,217.170.208.187,RO29PGUZ3634990526629855,2025-07-02 13:11:30,10960,363,261,956550,87096ea0-0acf-42b7-8a03-0530f2521f5b
Catrina Barbu,catrinabarbu,catrinabarbu@gmail.com,3731109447047,2023-03-29,"Soseaua Miruna Niță, Oituz, 608660",0247 712 105,70:70:f3:b2:4f:25,31.33.190.186,RO37TPAG0749724624893528,2025-07-02 13:11:30,5209,476,731,474695,1fb1a683-b509-41f1-9e08-cc7b4b6163cd
Paula Eftimie,paulaeftimie,paulaeftimie@kappa.ro,7260308178921,2016-05-09,"Intrarea Ababei, Adjud, 237841",0266 654 320,c8:7a:8a:cc:be:9d,56.78.118.52,RO55FAWT2707360352524548,2025-07-02 13:11:30,14806,728,566,1659107,71ac2fc9-61b4-42c8-800b-a8236ba6e1e9
Petrică Mocanu,petricămocanu,petricămocanu@email.ro,5030503035626,1974-09-01,"Intrarea Florea Nr. 25 Bl. 55  Sc. 88 Ap. 710, Agnita, 614050",0757 061 666,2c:62:2e:e0:fb:20,202.15.147.17,RO34FMWG5635845289487148,2025-07-02 13:11:30,34304,440,345,1709080,39775c75-00dc-43a9-ac36-28b50968e910
Doriana Dochioiu,dorianadochioiu,dorianadochioiu@post.ro,5920922269191,1994-09-05,"Intrarea Giorgiana Stancu Nr. 672 Bl. 27  Sc. 61 Ap. 159, Dragalina, 188273",0256 012 005,c4:9f:eb:be:6f:ce,73.155.102.50,RO98SPCO7206602606318455,2025-07-02 13:11:30,11992,112,796,1918291,aac8751d-d705-442d-9e81-28a69f059220
Celia Pop,celiapop,celiapop@post.ro,2631128028847,1914-10-02,"Aleea Mihnea Diaconu Nr. 99 Bl. 50  Sc. 10 Ap. 990, Negresti, 585960",0748 874 972,48:38:a1:27:48:4d,175.151.38.86,RO07MGQZ5784475261777931,2025-07-02 13:11:30,33580,673,788,1804360,baf2faee-8ffc-4812-b30d-faef881ad5a1
Vasilica Toma,vasilicatoma,vasilicatoma@kappa.ro,7130501148038,1958-10-10,"Intrarea Norbert Albu, Targoviste, 226920",0240 292 667,16:37:17:e8:50:04,137.64.93.101,RO22GMUU1188208243490854,2025-07-02 13:11:30,35163,615,765,1897545,885441cc-fa58-4245-ad7e-4299882a13b3
Teodor Stan,teodorstan,teodorstan@acasa.ro,1350623173303,1948-12-05,"Intrarea Eugenia Tomescu Nr. 21 Bl. 22  Sc. 49 Ap. 696, Comanesti, 879719",0262 760 108,38:00:5f:3f:49:c8,187.66.237.183,RO68CNLB1583224063800287,2025-07-02 13:11:30,35546,899,29,1420667,054206fe-3c9d-4e65-be5d-b9de695b0b12
Ariana Popa,arianapopa,arianapopa@post.ro,4020325288001,1912-11-26,"Drumul Theodor Georgescu, Ludus, 131501",0726 641 076,96:41:f3:2d:50:b6,160.182.206.201,RO79VFZS4425663254817978,2025-07-02 13:11:30,13352,655,90,749771,5743f5e7-52c8-4af7-8c36-1e49bd5f14af
Leana Preda,leanapreda,leanapreda@141.ro,4190228101426,1985-07-08,"Strada Ababei Nr. 48, Sovata, 685020",0234 469 908,4a:00:bd:97:8b:96,22.43.87.143,RO85GMNX3460902041223682,2025-07-02 13:11:30,32558,603,149,860375,fc6a0eb4-7049-4f6d-903c-76a818302eac
Mina Diaconu,minadiaconu,minadiaconu@email.ro,4500422281157,2007-08-16,"Drumul Barbu, Giroc, 787734",0760 857 421,8c:31:de:1b:90:9b,191.74.220.196,RO09CJYX1465491133666497,2025-07-02 13:11:30,28600,832,387,507645,6d97b90f-42e9-41b2-9b0e-a6514a907258
Ilinca Ardelean,ilincaardelean,ilincaardelean@gmail.com,8670601280758,1937-10-10,"Strada Stan, Rasnov Romacril, 259379",0761 969 725,7a:94:9a:e9:ab:b2,180.233.210.198,RO57YALD8350612524782188,2025-07-02 13:11:30,2526,358,250,445007,7d50d0a9-b025-401a-a95b-dd5fa341adc1
Filofteia Tabacu,filofteiatabacu,filofteiatabacu@kappa.ro,2730907180227,1913-08-30,"Strada Mocanu Nr. 398 Bl. 36  Sc. 34 Ap. 949, Rovinari, 194886",0723 252 562,40:83:ee:fc:47:ec,186.32.192.77,RO91OCDR6086277657277067,2025-07-02 13:11:30,18223,197,96,264036,93c55e14-068f-4fa5-9766-4b994378d048
Aglaia Voinea,aglaiavoinea,aglaiavoinea@141.ro,3230931293031,1938-08-01,"Bulevardul Zina Voinea, Buftea, 304608",0739 508 428,32:6a:fc:c0:e3:ec,37.133.218.223,RO49CJGW0083876951564207,2025-07-02 13:11:30,5498,78,480,1888924,fa0a3d0e-6e32-46f1-8c47-187f5ea4cdb1
Vasile Dinu,vasiledinu,vasiledinu@post.ro,8071014355906,1922-04-18,"Drumul Diaconu, Codlea, 692405",0731 950 978,d4:b6:3b:56:7e:75,62.137.113.174,RO29UCUH9582772143799631,2025-07-02 13:11:30,7602,556,59,1137523,0327908d-2cb1-4c49-bfa0-9820cf4decdb
Luana Eftimie,luanaeftimie,luanaeftimie@zzup.ro,1200223024881,1976-07-16,"Strada Mazilescu Nr. 16, Buftea, 795592",0745 600 279,32:d3:78:2a:86:4b,79.115.96.54,RO16KWCJ0171709971240311,2025-07-02 13:11:30,33374,227,55,547831,27da0732-4dd1-47e3-b4c0-061a6492ab97
Tiberia Popescu,tiberiapopescu,tiberiapopescu@email.ro,6470808069902,1937-09-07,"Strada Niță Nr. 86, Dej, 787974",0788 172 350,64:0a:3c:4d:97:04,199.159.251.36,RO55HIAH2402418046628763,2025-07-02 13:11:30,18441,919,528,1365165,c03df23b-5a4d-4593-9965-3779df6d5ab2
Iustinian Eftimie,iustinianeftimie,iustinianeftimie@email.ro,2691110369034,1915-09-21,"Intrarea Rareș Eftimie Nr. 32 Bl. 51  Sc. 36 Ap. 128, Dancu, 467896",0238 848 830,e6:57:ff:fa:3f:67,129.174.192.22,RO97VKUI8632313988512107,2025-07-02 13:11:30,1529,962,1,1421650,0fa211f7-099b-4182-96f2-e714edd809bc
Radu Mocanu,radumocanu,radumocanu@acasa.ro,7970906040321,1925-12-20,"Aleea Stancu Nr. 972 Bl. 84  Sc. 35 Ap. 119, Moreni, 398713",0756 020 054,08:e1:4b:8d:bb:99,210.74.25.46,RO49ZTFC2019550366993860,2025-07-02 13:11:30,22512,300,559,1878216,2c2ad41f-8802-45d4-aadb-82e24be2467b
Varvara Popescu,varvarapopescu,varvarapopescu@gmail.com,8910418070329,2001-04-22,"Drumul Dochioiu, Mogosoaia, 418340",0751 516 540,02:6c:b9:5e:d1:1c,83.2.186.252,RO06EDCT9233334879675863,2025-07-02 13:11:30,30287,923,410,1971499,c8014d77-6b98-406f-bd4d-114245c02889
Eftimie Gheorghiu,eftimiegheorghiu,eftimiegheorghiu@kappa.ro,8621128443851,1917-03-14,"Aleea Diaconu Nr. 205, Nadlac, 678608",0721 409 632,2c:5d:b6:f7:ac:b2,66.176.35.144,RO72SFKQ2795553884169680,2025-07-02 13:11:30,20835,8,669,1265022,de138fca-ea0d-4ef0-a98f-cbad1bd25cce
Florian Nistor,floriannistor,floriannistor@zzup.ro,6391031181607,1994-12-05,"Strada Aanei, Amara, 191538",0725 146 375,ac:3d:f9:85:20:50,198.62.225.69,RO44THER5296083305251163,2025-07-02 13:11:30,17624,913,356,1846983,4cada1e8-0e40-44e2-b7cf-91fec81eb738
Iulia Florea,iuliaflorea,iuliaflorea@email.ro,2150513278147,1921-02-14,"Soseaua Dima Nr. 68 Bl. 27  Sc. 38 Ap. 321, Gherla, 314890",0720 567 108,be:c9:a0:fd:ca:94,129.181.118.24,RO05YDHQ7039929541050001,2025-07-02 13:11:30,10506,117,369,45059,db811ba2-ccd2-4447-b4fd-baea227a34c8
Cazimir Eftimie,cazimireftimie,cazimireftimie@acasa.ro,7100714042831,2003-09-28,"Aleea Tudor Nr. 28, Craiova, 210287",0743 138 869,9e:77:a2:9f:de:3b,2.219.134.153,RO14JGRD0076795756104163,2025-07-02 13:11:30,20046,884,18,879533,7d0ad325-d8cb-4baf-88d3-907c1cfd74ef
Paraschiva Ardelean,paraschivaardelean,paraschivaardelean@acasa.ro,8230414247389,2007-06-11,"Aleea Pușcașu Nr. 311 Bl. 97  Sc. 20 Ap. 210, Boldesti-Scaeni, 726094",0741 262 331,8a:0b:57:4e:d7:b0,69.17.84.117,RO39DRSV1137120601090975,2025-07-02 13:11:30,303,604,53,1304826,94e8f8de-16f9-47c5-ad2d-0437cda5d74c
Aurel Nistor,aurelnistor,aurelnistor@acasa.ro,1491131432481,1936-02-09,"Drumul Iridenta Georgescu Nr. 195 Bl. 24  Sc. 39 Ap. 354, Beclean, 338891",0245 638 135,3e:11:86:27:19:2b,188.191.250.125,RO88ONSO9956171295918383,2025-07-02 13:11:30,14001,360,585,1379759,0805356e-2802-41c8-abdf-19005135ff8f
Norman Gheorghiu,normangheorghiu,normangheorghiu@zzup.ro,4891125047601,1917-01-24,"Strada Suciu Nr. 67 Bl. 83  Sc. 46 Ap. 818, Vladimirescu, 887644",0264 217 296,14:60:67:3d:f1:c9,17.143.73.125,RO50QQKS1686340211695292,2025-07-02 13:11:30,14065,436,124,1834233,9a295aeb-fdf2-4349-999c-9bd7554429a7
Veta Georgescu,vetageorgescu,vetageorgescu@zzup.ro,8070329187426,1919-04-30,"Bulevardul Pop Nr. 772 Bl. 93  Sc. 85 Ap. 556, Vladimirescu, 980128",0767 883 419,0c:93:42:50:60:c0,93.40.189.85,RO14PPYA5442838661340219,2025-07-02 13:11:30,34418,794,187,674557,f7cfd41d-12e8-43f8-ae0f-9541fb14ada0
Relu Cristea,relucristea,relucristea@acasa.ro,2601021230438,1997-08-26,"Bulevardul Zenobia Stănescu Nr. 608 Bl. 46  Sc. 45 Ap. 568, Feldru, 118168",0739 735 133,b2:65:c1:92:44:4c,207.94.117.89,RO19PBWN7197560434351289,2025-07-02 13:11:30,2866,890,347,656991,e1e3b7df-31cf-4b60-a03c-5daaeb976194
Agripina Tudor,agripinatudor,agripinatudor@zzup.ro,5220713043686,1946-04-21,"Drumul Stoica, Sinaia, 913267",0745 259 263,1e:b9:1a:03:0b:3a,30.58.153.62,RO15BOHC6212443761530553,2025-07-02 13:11:30,3767,51,533,1148102,aca201a2-9d75-4323-afe7-bd817acd90a6
Octav Dumitrescu,octavdumitrescu,octavdumitrescu@141.ro,2070221241109,2025-03-31,"Intrarea Ababei Nr. 854 Bl. 40  Sc. 21 Ap. 980, Reghin, 851899",0785 156 164,22:d1:72:e5:de:a5,141.201.25.184,RO06TOJT4996272612643029,2025-07-02 13:11:30,35322,637,742,1824586,de599032-38f8-4377-8403-23cf60c86e81
Dorli Suciu,dorlisuciu,dorlisuciu@acasa.ro,2560121515386,1929-01-07,"Aleea Florea Nr. 233, Peris, 483886",0753 953 556,2e:0e:49:7a:8c:03,79.208.133.218,RO11QFSI4566854159655749,2025-07-02 13:11:30,20912,399,774,613942,a4d83470-0742-4701-ad15-96e7cd435598
Dumitra Ababei,dumitraababei,dumitraababei@zzup.ro,8671227029237,1976-05-24,"Soseaua Dochioiu Nr. 44 Bl. 64  Sc. 35 Ap. 951, Onesti, 932851",0742 491 486,f6:d5:53:48:f5:e1,43.77.15.125,RO20QBAQ7913062537334279,2025-07-02 13:11:30,12370,565,485,502472,441e6303-e7b9-4b65-9063-f899fc697766
Iosif Preda,iosifpreda,iosifpreda@gmail.com,3780703103720,1988-10-24,"Intrarea Petre Mocanu Nr. 603, Alesd, 103880",0246 229 773,d6:8d:d4:23:a2:cf,134.223.47.253,RO60WMRA8199270540053485,2025-07-02 13:11:30,1326,359,501,887071,3ef2af6d-4ea0-4164-abdb-70e04da7240a
Cedrin Ene,cedrinene,cedrinene@141.ro,8920409411742,1992-01-27,"Intrarea Nistor Nr. 175, Cernavoda, 110368",0242 295 715,f6:d3:d2:15:58:6e,193.38.220.176,RO95RIPO3962699303805362,2025-07-02 13:11:30,18073,967,636,301818,11a44c7f-bb4d-4a1c-8849-bfdaaa68ee8a
Amedeu Dumitrescu,amedeudumitrescu,amedeudumitrescu@post.ro,4960801163499,1954-05-31,"Aleea Tabacu Nr. 55, Iernut, 139096",0785 338 358,b4:b1:9e:04:0b:55,65.96.163.34,RO24TIAY6028780924219078,2025-07-02 13:11:30,23207,396,149,30467,0f0f51c9-6524-4e70-aa36-9663d98bc75b
Daciana Niță,daciananiță,daciananiță@acasa.ro,4091121044137,2023-12-05,"Strada Ene Nr. 424, Craiova, 193370",0763 207 071,b4:8c:ed:14:04:67,165.164.23.224,RO37AFQJ5209428526776826,2025-07-02 13:11:30,32582,181,685,591068,1823b9f1-ca68-4ae8-8234-96b7dab45c8d
Amalia Albu,amaliaalbu,amaliaalbu@kappa.ro,4191020325955,1989-03-21,"Soseaua Dinu Nr. 639 Bl. 27  Sc. 61 Ap. 378, Siria, 273001",0246 887 917,7c:2c:43:e4:a5:74,31.199.255.37,RO62RFIQ3771634946745686,2025-07-02 13:11:30,166,547,644,1789770,c119b05b-ac87-4a91-a255-370b5860c86c
Lavinia Suciu,laviniasuciu,laviniasuciu@kappa.ro,8130924276335,1978-07-03,"Soseaua Teodor Ene Nr. 167, Bistrita, 202231",0247 756 488,04:7e:ba:a5:c2:3b,21.117.151.158,RO26HJSI4619127275074209,2025-07-02 13:11:30,26440,398,344,1140450,95df22b9-3b83-4ac3-83a1-f2095fe0580c
Sânziana Stoica,sânzianastoica,sânzianastoica@kappa.ro,1180118248569,2003-12-24,"Drumul Toma Nr. 348, Baia Mare, 280780",0235 068 732,da:55:db:53:a0:eb,8.102.152.34,RO98OQTJ8035082716387636,2025-07-02 13:11:30,10209,769,93,833707,8555a8ad-bf44-4203-ac30-008fefe007b6
Iosif Tomescu,iosiftomescu,iosiftomescu@141.ro,6881108231824,2019-02-03,"Bulevardul Liana Dobre, Curcani, 529138",0250 500 240,52:6d:90:dc:86:6d,19.187.123.27,RO43HMHT8902371825627817,2025-07-02 13:11:30,21809,635,441,817027,78c3e89b-ade2-4ba2-b7ab-ca8ddd8cf229
Sanda Dobre,sandadobre,sandadobre@post.ro,6130120356374,1950-07-10,"Soseaua Emanoil Ioniță Nr. 704 Bl. 43  Sc. 40 Ap. 501, Moldova Veche, 447313",0254 931 388,3a:d5:27:42:e6:91,142.77.39.168,RO04SFLV0475736660324549,2025-07-02 13:11:30,29806,851,634,1879819,1fc3ee2b-d498-4ed6-bacd-b40adb7ae93e
Luca Barbu,lucabarbu,lucabarbu@gmail.com,8030805132993,1954-09-28,"Intrarea Popa, Dragalina, 617529",0742 352 571,8c:67:4b:e7:ec:d9,221.117.19.199,RO47RFKF3444227079402454,2025-07-02 13:11:30,12175,17,686,1975661,bb7b0d7f-a9c0-40a8-9abb-3967840f8fb1
Aura Dochioiu,auradochioiu,auradochioiu@141.ro,4380420467184,1966-03-11,"Drumul Diaconescu Nr. 977, Insuratei, 265909",0772 929 316,e4:49:c9:ec:24:1c,52.14.166.67,RO03KVHL6738154144206844,2025-07-02 13:11:30,13908,351,669,415687,e3e33566-4219-4639-a2ec-67e59aa2ea1d
Gică Gheorghiu,gicăgheorghiu,gicăgheorghiu@email.ro,8480219377764,1961-09-28,"Intrarea Nemeș, Amara, 325745",0722 345 877,6e:f0:cb:d8:56:e7,59.53.117.137,RO48VVPO4011232308825921,2025-07-02 13:11:30,15991,321,567,1382224,22ce4a2c-927c-4d8e-9ed0-dbe2d3134380
